TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025-12-22 05:19:53,1766380793421,www.creamininja.com/privacy,GET,_rsc=1u2lf,307,tvwd9-1766380793421-0af46067f710,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,,middleware,middleware,www.creamininja.com,cream-r5tz7yn4j-luke-wades-projects.vercel.app,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,11,iad1,104,2048,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,01KD27ZVJW2CQWDTQX0F2T370E,ErG4pIsN02K7,1
2025-12-22 05:19:53,1766380793421,www.creamininja.com/privacy,GET,_rsc=1u2lf,307,tvwd9-1766380793421-0af46067f710,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,,redirect,/privacy,www.creamininja.com,cream-r5tz7yn4j-luke-wades-projects.vercel.app,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,,cle1,,,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,,,
2025-12-22 05:19:53,1766380793421,www.creamininja.com/terms,GET,_rsc=1u2lf,307,98trr-1766380793421-d3bd034f7763,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,,middleware,middleware,www.creamininja.com,cream-r5tz7yn4j-luke-wades-projects.vercel.app,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,41,iad1,104,2048,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,01KD27ZVKDT1AC29RD6AR7TAKB,trNywVcI8wax,1
2025-12-22 05:19:53,1766380793421,www.creamininja.com/terms,GET,_rsc=1u2lf,307,98trr-1766380793421-d3bd034f7763,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,,redirect,/terms,www.creamininja.com,cream-r5tz7yn4j-luke-wades-projects.vercel.app,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,,cle1,,,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,,,
2025-12-22 05:19:53,1766380793416,www.creamininja.com/auth/signin,GET,_rsc=1u2lf,200,tvwd9-1766380793416-169b8da885b8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,HIT,static,/auth/signin.segments/_tree.segment,www.creamininja.com,cream-r5tz7yn4j-luke-wades-projects.vercel.app,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,,cle1,,,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,,,
2025-12-22 05:19:51,1766380791008,www.creamininja.com/api/auth/callback/credentials,POST,nxtPnextauth=callback%2Fcredentials,401,98trr-1766380790663-9c8d8e12a983,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",info,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,MISS,serverless,/api/auth/[...nextauth],www.creamininja.com,www.creamininja.com,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,,,,,"prisma:error 
Invalid `prisma.user.findUnique()` invocation:


The table `public.User` does not exist in the current database.",prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,,,
2025-12-22 05:19:50,1766380790663,www.creamininja.com/api/auth/callback/credentials,POST,nxtPnextauth=callback%2Fcredentials,401,98trr-1766380790663-9c8d8e12a983,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,MISS,serverless,/api/auth/[...nextauth],www.creamininja.com,www.creamininja.com,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,329,iad1,282,2048,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,01KD27ZRWH7BY64F6DHR8GYMEK,t0fTN5zLukkH,1
2025-12-22 05:19:50,1766380790585,www.creamininja.com/api/auth/csrf,GET,nxtPnextauth=csrf,200,98trr-1766380790585-d5b485066aeb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,MISS,serverless,/api/auth/[...nextauth],www.creamininja.com,cream-r5tz7yn4j-luke-wades-projects.vercel.app,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,8,iad1,282,2048,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,01KD27ZRT59Y1G9PQCS3456RC1,t0fTN5zLukkH,1
2025-12-22 05:19:50,1766380790498,www.creamininja.com/api/auth/providers,GET,nxtPnextauth=providers,200,tvwd9-1766380790498-0fd7de691dac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,MISS,serverless,/api/auth/[...nextauth],www.creamininja.com,cream-r5tz7yn4j-luke-wades-projects.vercel.app,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,40,iad1,282,2048,,prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,01KD27ZRQKTXVS8PWJ807EAY8J,t0fTN5zLukkH,1
2025-12-22 05:19:48,1766380788193,www.creamininja.com/api/auth/callback/credentials,POST,nxtPnextauth=callback%2Fcredentials,401,qt7xr-1766380787988-0159a9569df7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",info,production,codex/fix-404-errors-in-collapsible-sidebar-1ktyio,MISS,serverless,/api/auth/[...nextauth],www.creamininja.com,www.creamininja.com,dpl_7ySE1NWrjk166LcJpVnMxWdPUBgq,,,,,"prisma:error 
Invalid `prisma.user.findUnique()` invocation:


The table `public.User` does not exist in the current database.",prj_P2Frev1aB1rGdLxUfwpb3w9GuQGC,,,,,
